id,label,class,text
956,1,Phishing,"Final warning: Your Outlook account will be blocked in 48 hours unless you verify your tax ID at http://account-update.tk/ immediately."
957,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
958,1,Phishing,"Limited time offer: Free MacBook Pro giveaway! Follow this link and verify your social security number. Only a few spots left, act within 24 hours!"
959,2,AI-Generated,"Dear customer, Please be informed that that we have introduced new functionalities that we believe you will appreciate. Our team is dedicated to ensuring a seamless experience. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for your cooperation and understanding. Best regards, Customer Service"
960,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the release. Cheers, Steve"
961,1,Phishing,"Package delivery failed: Your DHL parcel could not be delivered. Visit this page and pay the $3.50 reshipping fee with your security question answers within 24 hours."
962,2,AI-Generated,"Dear valued customer, We wish to inform you that we have introduced new functionalities that we believe you will appreciate. Furthermore, we have made significant improvements to enhance your overall experience. Thank you for your cooperation and understanding. Best wishes, The Service Team"
963,2,AI-Generated,"Dear valued member, It has come to our attention that our team has been working diligently to bring you these improvements. Rest assured that we are here to assist you at every step. Accordingly, we are pleased to share these updates with you. Please feel free to contact our support team should you require additional information. Kind regards, The Operations Team"
964,2,AI-Generated,"Dear subscriber, Please be informed that that your account has been successfully updated with our latest features. We appreciate your continued trust and support. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for being a valued part of our community. Kind regards, The Operations Team"
965,1,Phishing,"ACTION REQUIRED: A wire transfer of $10000 has been initiated from your account. Go to this URL within 12 hours to cancel if you did not authorize this."
966,0,Legitimate,"Can you send me the updated figures for the monthly KPIs? I need them before the exec review on tomorrow."
967,2,AI-Generated,"Dear valued user, In accordance with our standard practices, we have updated our terms to ensure transparency and clarity. Furthermore, We strive to maintain the highest standards of quality. Thank you for your time and consideration. Yours faithfully, Account Management"
968,2,AI-Generated,"Dear valued customer, It is with great pleasure that we inform you that your account has been successfully updated with our latest features. Your satisfaction is our utmost priority. Thank you for being a valued part of our community. Yours faithfully, Account Management"
969,2,AI-Generated,"Dear user, As part of our ongoing commitment to excellence, our team has been working diligently to bring you these improvements. Going forward, we will continue to enhance our offerings. We appreciate your prompt attention to this matter. Respectfully, Customer Support"
970,2,AI-Generated,"Dear esteemed customer, We trust that this communication finds you in good spirits. We are excited to inform you our team has been working diligently to bring you these improvements. Rest assured that we are here to assist you at every step. We look forward to your continued patronage. Yours faithfully, Account Management"
971,2,AI-Generated,"Dear user, We are excited to inform you that our services have been expanded to provide you with greater value. Our team is dedicated to ensuring a seamless experience. Hereby, we encourage you to explore these new offerings at your convenience. We appreciate your prompt attention to this matter. Warm regards, The Team"
